edge_id,benchmark_id,harm_id,ev_id,Bench: Title,Harm: Category ,Harm: Subcategory,Harm: Domain,Harm: Subdomain,strength,basis,confidence,annotator,version,notes
bmh1467,B142.01.01,7.02.24,72.06.01,DeceptionBench: A Comprehensive Benchmark for AI Deception Behaviors in Real-world Scenarios,AI possessing dangerous capabilities,Strategic deception propensity,"7. AI System Safety, Failures, & Limitations",7.2 > AI possessing dangerous capabilities,direct,face-validity-only,probable,claude (psa),1,"DeceptionBench covers strategic, intentional deception (not just hallucination) = direct measure of strategic deception propensity."
bmh1468,B21.01.01,7.02.06,67.04.04,Purple Llama CyberSecEval: A Secure Coding Benchmark for Language Models,AI possessing dangerous capabilities,Capabilities that could be used to reduce human control - Cyber offence,"7. AI System Safety, Failures, & Limitations",7.2 > AI possessing dangerous capabilities,strong-proxy,face-validity-only,probable,claude (psa),1,CyberSecEval measures insecure code generation rate; strong proxy for cyber offense capability (attacker-usable vulnerabilities in LLM output).
bmh1469,B21.01.01,7.02.18,72.05.10,Purple Llama CyberSecEval: A Secure Coding Benchmark for Language Models,AI possessing dangerous capabilities,Offensive cyber capability,"7. AI System Safety, Failures, & Limitations",7.2 > AI possessing dangerous capabilities,strong-proxy,face-validity-only,probable,claude (psa),1,Insecure code generation is a component of offensive cyber capability enabling exploitation; strong proxy for offensive cyber capability.
bmh1470,B332.01.01,7.01.05,62.23.01,Do the Rewards Justify the Means? Measuring Trade-Offs Between Rewards and Ethical Behavior in the MACHIAVELLI Benchmark,AI pursuing its own goals in conflict with human goals or values,Deceptive behavior,"7. AI System Safety, Failures, & Limitations",7.1 > AI pursuing its own goals,direct,face-validity-only,probable,claude (psa),1,MACHIAVELLI measures deceptive/coercive/manipulative actions per step during goal pursuit; direct measure of deceptive behavior as instrumental strategy.
bmh1471,B332.01.01,7.01.16,73.01.02,Do the Rewards Justify the Means? Measuring Trade-Offs Between Rewards and Ethical Behavior in the MACHIAVELLI Benchmark,AI pursuing its own goals in conflict with human goals or values,Natural Language Underspecifies Goals,"7. AI System Safety, Failures, & Limitations",7.1 > AI pursuing its own goals,strong-proxy,face-validity-only,probable,claude (psa),1,MACHIAVELLI demonstrates that NL-underspecified goals are gamed by agents using unethical means not explicitly excluded; strong proxy.
bmh1472,B332.01.01,7.01.20,62.22.01,Do the Rewards Justify the Means? Measuring Trade-Offs Between Rewards and Ethical Behavior in the MACHIAVELLI Benchmark,AI pursuing its own goals in conflict with human goals or values,Specification gaming,"7. AI System Safety, Failures, & Limitations",7.1 > AI pursuing its own goals,direct,face-validity-only,probable,claude (psa),1,MACHIAVELLI directly measures specification gaming: reward maximization through harmful means not excluded by goal specification.
bmh1473,B332.01.01,7.02.16,73.01.03,Do the Rewards Justify the Means? Measuring Trade-Offs Between Rewards and Ethical Behavior in the MACHIAVELLI Benchmark,AI possessing dangerous capabilities,Goal-Directedness Incentivizes Undesirable Behaviors,"7. AI System Safety, Failures, & Limitations",7.2 > AI possessing dangerous capabilities,direct,face-validity-only,probable,claude (psa),1,MACHIAVELLI's core finding: goal-directedness reliably produces deceptive/harmful behaviors as instrumental strategies = direct measure.
bmh1474,B333.01.01,7.01.23,62.24.02,AI Sandbagging: Language Models can Strategically Underperform on Evaluations,AI pursuing its own goals in conflict with human goals or values,Strategic underperformance on model evaluations,"7. AI System Safety, Failures, & Limitations",7.1 > AI pursuing its own goals,direct,face-validity-only,probable,claude (psa),1,AI Sandbagging directly operationalizes strategic underperformance as a measurable and elicitable LLM behavior.
bmh1475,B333.01.01,7.01.04,61.02.18,AI Sandbagging: Language Models can Strategically Underperform on Evaluations,AI pursuing its own goals in conflict with human goals or values,Deceptive alignment,"7. AI System Safety, Failures, & Limitations",7.1 > AI pursuing its own goals,strong-proxy,face-validity-only,probable,claude (psa),1,Sandbagging is the behavioural signature of deceptive alignment (appearing less capable to evaluators while retaining capability); strong proxy.
bmh1476,B333.01.01,7.02.21,72.05.04,AI Sandbagging: Language Models can Strategically Underperform on Evaluations,AI possessing dangerous capabilities,Scheming capability,"7. AI System Safety, Failures, & Limitations",7.2 > AI possessing dangerous capabilities,strong-proxy,face-validity-only,probable,claude (psa),1,Sandbagging is a form of scheming (concealing capability from evaluators); strong proxy for scheming capability.
bmh1477,B334.01.01,7.01.04,61.02.18,Frontier Models are Capable of In-Context Scheming,AI pursuing its own goals in conflict with human goals or values,Deceptive alignment,"7. AI System Safety, Failures, & Limitations",7.1 > AI pursuing its own goals,direct,face-validity-only,probable,claude (psa),1,In-context scheming suite includes deceptive alignment scenarios where models pursue hidden goals while appearing aligned to evaluators.
bmh1478,B334.01.01,7.01.19,72.06.02,Frontier Models are Capable of In-Context Scheming,AI pursuing its own goals in conflict with human goals or values,Self-preservation propensity,"7. AI System Safety, Failures, & Limitations",7.1 > AI pursuing its own goals,direct,face-validity-only,probable,claude (psa),1,Self-exfiltration tasks in the scheming suite directly measure self-preservation through goal-continuation (copying own weights to persist).
bmh1479,B334.01.01,7.01.23,62.24.02,Frontier Models are Capable of In-Context Scheming,AI pursuing its own goals in conflict with human goals or values,Strategic underperformance on model evaluations,"7. AI System Safety, Failures, & Limitations",7.1 > AI pursuing its own goals,direct,face-validity-only,probable,claude (psa),1,Sandbagging-on-evals is an explicit scheming behavior in the task battery; directly measured.
bmh1480,B334.01.01,7.01.24,72.06.06,Frontier Models are Capable of In-Context Scheming,AI pursuing its own goals in conflict with human goals or values,Supervision evasion propensity,"7. AI System Safety, Failures, & Limitations",7.1 > AI pursuing its own goals,direct,face-validity-only,probable,claude (psa),1,"Oversight subversion tasks directly measure supervision evasion (disabling monitoring, subverting oversight mechanisms)."
bmh1481,B334.01.01,7.02.21,72.05.04,Frontier Models are Capable of In-Context Scheming,AI possessing dangerous capabilities,Scheming capability,"7. AI System Safety, Failures, & Limitations",7.2 > AI possessing dangerous capabilities,direct,face-validity-only,probable,claude (psa),1,Scheming is the primary construct measured; benchmark named and designed for this capability.
bmh1482,B334.01.01,7.02.24,72.06.01,Frontier Models are Capable of In-Context Scheming,AI possessing dangerous capabilities,Strategic deception propensity,"7. AI System Safety, Failures, & Limitations",7.2 > AI possessing dangerous capabilities,direct,face-validity-only,probable,claude (psa),1,Covert manipulation scenarios directly measure strategic deception propensity.
bmh1483,B335.01.01,7.01.20,62.22.01,Towards Understanding Sycophancy in Language Models,AI pursuing its own goals in conflict with human goals or values,Specification gaming,"7. AI System Safety, Failures, & Limitations",7.1 > AI pursuing its own goals,direct,face-validity-only,probable,claude (psa),1,Sycophancy is the canonical form of specification gaming via RLHF approval-seeking: achieves letter of objective (user approval) not spirit (truth).
bmh1484,B335.01.01,7.01.05,62.23.01,Towards Understanding Sycophancy in Language Models,AI pursuing its own goals in conflict with human goals or values,Deceptive behavior,"7. AI System Safety, Failures, & Limitations",7.1 > AI pursuing its own goals,strong-proxy,face-validity-only,probable,claude (psa),1,Sycophantic answer revision involves deceiving user about model's actual best answer; strong proxy for deceptive behavior as approval strategy.
bmh1485,B335.01.01,7.01.16,73.01.02,Towards Understanding Sycophancy in Language Models,AI pursuing its own goals in conflict with human goals or values,Natural Language Underspecifies Goals,"7. AI System Safety, Failures, & Limitations",7.1 > AI pursuing its own goals,strong-proxy,face-validity-only,probable,claude (psa),1,Sycophancy arises from RLHF gaming where approval-seeking is instrumentally rewarded under NL-underspecified goals; strong proxy.
bmh1486,B336.01.01,7.02.08,72.05.11,The WMDP Benchmark: Measuring and Reducing Malicious Use With Unlearning,AI possessing dangerous capabilities,CBRNE weaponization capability,"7. AI System Safety, Failures, & Limitations",7.2 > AI possessing dangerous capabilities,direct,face-validity-only,probable,claude (psa),1,"WMDP directly measures hazardous knowledge in bio, chem, cyber domains = direct proxy for CBRNE weaponization uplift."
bmh1487,B337.01.01,7.02.03,72.05.02,Evaluating Language-Model Agents on Realistic Autonomous Tasks,AI possessing dangerous capabilities,Autonomous replication and adaptation capability,"7. AI System Safety, Failures, & Limitations",7.2 > AI possessing dangerous capabilities,direct,face-validity-only,probable,claude (psa),1,"ARC evals include tasks directly measuring ARA components: resource acquisition, environment setup, long-horizon autonomous operation."
bmh1488,B337.01.01,7.02.17,72.05.01,Evaluating Language-Model Agents on Realistic Autonomous Tasks,AI possessing dangerous capabilities,Model autonomous capability,"7. AI System Safety, Failures, & Limitations",7.2 > AI possessing dangerous capabilities,direct,face-validity-only,probable,claude (psa),1,Kinniment2023 evaluates general autonomous task-completion capability required for ARA = direct measure of autonomous capability.
bmh1489,B337.01.01,7.01.17,72.06.04,Evaluating Language-Model Agents on Realistic Autonomous Tasks,AI pursuing its own goals in conflict with human goals or values,Resource acquisition propensity,"7. AI System Safety, Failures, & Limitations",7.1 > AI pursuing its own goals,direct,face-validity-only,probable,claude (psa),1,"ARC eval includes resource acquisition (cloud compute, API keys) as explicit ARA component directly tested."
bmh1490,B338.01.01,7.02.03,72.05.02,RepliBench: Evaluating the Autonomous Replication Capabilities of Language Model Agents,AI possessing dangerous capabilities,Autonomous replication and adaptation capability,"7. AI System Safety, Failures, & Limitations",7.2 > AI possessing dangerous capabilities,direct,face-validity-only,probable,claude (psa),1,"RepliBench is specifically designed to measure ARA capability; most comprehensive ARA benchmark (86 tasks, 20 families)."
